	user_id	gender	age	occupation	zipcode	age_desc	occ_desc
1273	1274	M	45	7	37343	45-49	executive/managerial
1274	1275	M	50	17	39567	50-55	technician/engineer
1275	1276	M	35	17	94041	35-44	technician/engineer
1276	1277	F	18	0	06360	18-24	other or not specified
1277	1278	M	18	4	98312	18-24	college/grad student
1278	1279	M	35	1	98502	35-44	academic/educator
1279	1280	M	1	10	97801	Under 18	K-12 student
1280	1281	M	25	19	97209	25-34	unemployed
1281	1282	M	50	1	98541	50-55	academic/educator
1282	1283	F	18	1	94607	18-24	academic/educator
1283	1284	M	45	16	33334	45-49	self-employed
1284	1285	M	35	4	98125	35-44	college/grad student
1285	1286	M	35	17	92630	35-44	technician/engineer
1286	1287	F	50	7	94611	50-55	executive/managerial
1287	1288	F	35	19	92867	35-44	unemployed
1288	1289	M	45	6	78750	45-49	doctor/health care
1289	1290	M	35	0	91504	35-44	other or not specified
1290	1291	F	35	0	10011	35-44	other or not specified
1291	1292	M	25	7	94904	25-34	executive/managerial
1292	1293	M	25	5	60074	25-34	customer service
1293	1294	F	50	20	11217	50-55	writer
1294	1295	F	35	6	90036	35-44	doctor/health care
1295	1296	M	1	0	75244	Under 18	other or not specified
1296	1297	M	25	7	92109	25-34	executive/managerial
1297	1298	M	35	6	33615	35-44	doctor/health care
1298	1299	M	25	14	02038	25-34	sales/marketing
1299	1300	M	1	10	97201	Under 18	K-12 student
1300	1301	F	25	2	10475	25-34	artist
1301	1302	M	18	4	85282	18-24	college/grad student
1302	1303	M	25	19	94111	25-34	unemployed
1303	1304	M	25	14	97203	25-34	sales/marketing
1304	1305	M	45	20	94121	45-49	writer
1305	1306	M	25	3	64068	25-34	clerical/admin
1306	1307	M	56	13	75703	56+	retired
1307	1308	M	1	10	75082	Under 18	K-12 student
1308	1309	M	25	14	76051	25-34	sales/marketing
1309	1310	M	45	0	92866	45-49	other or not specified
1310	1311	M	18	10	90274	18-24	K-12 student
1311	1312	M	25	14	60153	25-34	sales/marketing
1312	1313	M	18	4	43214	18-24	college/grad student
1313	1314	F	18	4	68154	18-24	college/grad student
1314	1315	M	35	7	75214	35-44	executive/managerial
1315	1316	M	50	2	50310	50-55	artist
1316	1317	M	45	7	98028	45-49	executive/managerial
1317	1318	M	18	16	94014	18-24	self-employed
1318	1319	F	25	3	98626	25-34	clerical/admin
1319	1320	M	25	4	22030	25-34	college/grad student
1320	1321	F	25	14	34639	25-34	sales/marketing
1321	1322	M	56	0	94043	56+	other or not specified
1322	1323	F	35	2	11218	35-44	artist
1323	1324	M	35	16	07030	35-44	self-employed
1324	1325	M	25	1	75230	25-34	academic/educator
1325	1326	F	25	0	98115	25-34	other or not specified
1326	1327	M	1	10	12159	Under 18	K-12 student
1327	1328	M	35	14	60657	35-44	sales/marketing
1328	1329	M	18	14	60194	18-24	sales/marketing
1329	1330	M	56	1	95117	56+	academic/educator
1330	1331	M	45	0	12065	45-49	other or not specified
1331	1332	M	25	7	02840	25-34	executive/managerial
1332	1333	M	25	17	06460	25-34	technician/engineer
1333	1334	M	50	7	10805	50-55	executive/managerial
1334	1335	M	35	0	14228	35-44	other or not specified
1335	1336	F	50	20	95051	50-55	writer
1336	1337	M	56	17	97146	56+	technician/engineer
1337	1338	M	25	0	94108	25-34	other or not specified
1338	1339	M	35	18	85275	35-44	tradesman/craftsman
1339	1340	M	25	7	14302	25-34	executive/managerial
1340	1341	M	18	7	11434	18-24	executive/managerial
1341	1342	M	35	0	94560	35-44	other or not specified
1342	1343	M	35	14	91324	35-44	sales/marketing
1343	1344	F	25	9	43420	25-34	homemaker
1344	1345	F	25	2	75070	25-34	artist
1345	1346	M	35	20	27607	35-44	writer
1346	1347	F	18	1	11375	18-24	academic/educator
1347	1348	F	1	10	04240	Under 18	K-12 student
1348	1349	M	50	7	13088	50-55	executive/managerial
1349	1350	F	35	0	90278	35-44	other or not specified
1350	1351	F	25	17	98034	25-34	technician/engineer
1351	1352	M	35	20	94122	35-44	writer
1352	1353	M	1	10	95926	Under 18	K-12 student
1353	1354	F	25	2	94040	25-34	artist
1354	1355	F	45	20	04240	45-49	writer
1355	1356	F	18	4	91706	18-24	college/grad student
1356	1357	M	45	0	34116	45-49	other or not specified
1357	1358	M	35	17	49508	35-44	technician/engineer
1358	1359	M	35	1	10918	35-44	academic/educator
1359	1360	M	25	20	14895	25-34	writer
1360	1361	F	25	0	97401	25-34	other or not specified
1361	1362	M	35	12	75069	35-44	programmer
1362	1363	M	50	7	01915	50-55	executive/managerial
1363	1364	F	45	2	97214	45-49	artist
1364	1365	F	1	10	61665	Under 18	K-12 student
1365	1366	M	1	10	89509	Under 18	K-12 student
1366	1367	M	25	12	53707	25-34	programmer
1367	1368	F	25	3	50266	25-34	clerical/admin
1368	1369	M	25	5	12308	25-34	customer service
1369	1370	M	35	2	92821	35-44	artist
1370	1371	F	50	2	60657	50-55	artist
1371	1372	M	1	10	95123	Under 18	K-12 student
1372	1373	F	25	1	55104	25-34	academic/educator
1373	1374	M	50	1	91403	50-55	academic/educator
1374	1375	F	45	5	95136	45-49	customer service
1375	1376	F	45	1	32750	45-49	academic/educator
1376	1377	M	35	16	65270	35-44	self-employed
1377	1378	F	45	7	21044	45-49	executive/managerial
1378	1379	F	56	13	93448	56+	retired
1379	1380	M	1	10	58078	Under 18	K-12 student
1380	1381	M	18	11	89170	18-24	lawyer
1381	1382	F	45	1	92100	45-49	academic/educator
1382	1383	F	25	7	19806	25-34	executive/managerial
1383	1384	M	18	10	98058	18-24	K-12 student
1384	1385	F	25	5	90262	25-34	customer service
1385	1386	F	25	0	07026	25-34	other or not specified
1386	1387	F	50	13	94702	50-55	retired
1387	1388	M	56	20	87107	56+	writer
1388	1389	M	25	17	19801	25-34	technician/engineer
1389	1390	M	35	16	99352	35-44	self-employed
1390	1391	M	35	15	20723	35-44	scientist
1391	1392	M	45	3	90006	45-49	clerical/admin
1392	1393	M	18	4	06430	18-24	college/grad student
1393	1394	F	25	3	94117	25-34	clerical/admin
1394	1395	M	25	2	07026	25-34	artist
1395	1396	F	25	12	94530	25-34	programmer
1396	1397	M	35	7	55901	35-44	executive/managerial
1397	1398	F	56	16	94904	56+	self-employed
1398	1399	M	18	17	10804	18-24	technician/engineer
1399	1400	M	25	7	92130	25-34	executive/managerial
1400	1401	F	18	1	94578	18-24	academic/educator
1401	1402	M	18	4	90601	18-24	college/grad student
1402	1403	F	25	0	53713	25-34	other or not specified
1403	1404	M	50	16	91360	50-55	self-employed
1404	1405	M	56	13	33445	56+	retired
1405	1406	M	25	4	91911	25-34	college/grad student
1406	1407	F	35	15	53704	35-44	scientist
1407	1408	M	25	0	90046	25-34	other or not specified
1408	1409	M	18	4	97215	18-24	college/grad student
1409	1410	M	50	7	94404	50-55	executive/managerial
1410	1411	M	35	1	08107	35-44	academic/educator
1411	1412	M	25	17	94089	25-34	technician/engineer
1412	1413	M	18	3	98122	18-24	clerical/admin
1413	1414	M	18	4	85035	18-24	college/grad student
1414	1415	M	45	14	22901	45-49	sales/marketing
1415	1416	M	25	14	98101	25-34	sales/marketing
1416	1417	M	35	16	10472	35-44	self-employed
1417	1418	M	18	4	48197	18-24	college/grad student
1418	1419	F	25	1	95336	25-34	academic/educator
1419	1420	M	18	4	01375	18-24	college/grad student
1420	1421	F	1	10	53704	Under 18	K-12 student
1421	1422	M	35	17	55934	35-44	technician/engineer
1422	1423	M	25	4	08540	25-34	college/grad student
1423	1424	M	35	0	28209	35-44	other or not specified
1424	1425	M	1	10	08872	Under 18	K-12 student
1425	1426	M	18	14	94070	18-24	sales/marketing
1426	1427	M	25	12	21401	25-34	programmer
1427	1428	F	45	11	40204	45-49	lawyer
1428	1429	F	35	3	11229	35-44	clerical/admin
1429	1430	M	18	4	97215	18-24	college/grad student
1430	1431	M	56	6	91011	56+	doctor/health care
1431	1432	M	35	1	94549	35-44	academic/educator
1432	1433	F	18	14	49505	18-24	sales/marketing
1433	1434	F	1	10	495321	Under 18	K-12 student
1434	1435	M	25	14	48103	25-34	sales/marketing
1435	1436	F	50	6	97005	50-55	doctor/health care
1436	1437	M	50	3	89102	50-55	clerical/admin
1437	1438	M	18	2	21222	18-24	artist
1438	1439	M	35	3	98037	35-44	clerical/admin
1439	1440	M	35	12	94520	35-44	programmer
1440	1441	M	35	16	54729	35-44	self-employed
1441	1442	M	18	2	12345	18-24	artist
1442	1443	M	35	2	98055	35-44	artist
1443	1444	F	25	4	91106	25-34	college/grad student
1444	1445	M	25	2	98109	25-34	artist
1445	1446	M	35	12	10128	35-44	programmer
1446	1447	M	18	4	80521	18-24	college/grad student
1447	1448	F	25	3	17522	25-34	clerical/admin
1448	1449	M	35	20	17112	35-44	writer
1449	1450	M	18	4	94704	18-24	college/grad student
1450	1451	M	35	20	90012	35-44	writer
1451	1452	F	56	13	90732	56+	retired
1452	1453	M	25	14	19444	25-34	sales/marketing
1453	1454	M	18	4	93117	18-24	college/grad student
1454	1455	F	45	0	92126	45-49	other or not specified
1455	1456	M	25	2	98074	25-34	artist
1456	1457	M	25	1	95472	25-34	academic/educator
1457	1458	M	1	0	08055	Under 18	other or not specified
1458	1459	F	25	0	80027	25-34	other or not specified
1459	1460	F	18	4	95132	18-24	college/grad student
1460	1461	F	45	0	94115	45-49	other or not specified
1461	1462	M	35	16	95405	35-44	self-employed
1462	1463	M	50	16	92612-3417	50-55	self-employed
1463	1464	M	35	12	75063	35-44	programmer
1464	1465	M	50	16	93003	50-55	self-employed
1465	1466	M	18	4	29201	18-24	college/grad student
1466	1467	M	25	5	97007	25-34	customer service
1467	1468	M	1	14	19147	Under 18	sales/marketing
1468	1469	M	56	20	95420	56+	writer
1469	1470	M	18	4	94118	18-24	college/grad student
1470	1471	M	25	17	11106	25-34	technician/engineer
1471	1472	M	25	7	90248	25-34	executive/managerial
1472	1473	M	25	14	06511	25-34	sales/marketing
1473	1474	M	25	4	98115	25-34	college/grad student
1474	1475	F	25	2	75075	25-34	artist
1475	1476	F	18	0	91030	18-24	other or not specified
1476	1477	F	45	1	90601	45-49	academic/educator
1477	1478	M	1	10	92620	Under 18	K-12 student
1478	1479	F	50	2	94501	50-55	artist
1479	1480	M	25	20	91367	25-34	writer
1480	1481	M	35	17	77096	35-44	technician/engineer
1481	1482	M	25	7	94132	25-34	executive/managerial
1482	1483	M	18	4	54481	18-24	college/grad student
1483	1484	M	25	12	07054	25-34	programmer
1484	1485	F	25	9	80538	25-34	homemaker
1485	1486	M	25	16	90638	25-34	self-employed
1486	1487	M	35	7	07644	35-44	executive/managerial
1487	1488	M	25	7	94538	25-34	executive/managerial
1488	1489	F	35	2	60201	35-44	artist
1489	1490	M	50	7	90505	50-55	executive/managerial
1490	1491	M	18	4	06511	18-24	college/grad student
1491	1492	M	25	12	98102	25-34	programmer
1492	1493	F	25	14	60657	25-34	sales/marketing
1493	1494	M	25	17	38104	25-34	technician/engineer
1494	1495	M	18	0	77341	18-24	other or not specified
1495	1496	M	25	17	94108	25-34	technician/engineer
1496	1497	M	50	5	80220	50-55	customer service
1497	1498	M	18	4	02139	18-24	college/grad student
1498	1499	M	1	10	19343	Under 18	K-12 student
1499	1500	M	25	17	98115	25-34	technician/engineer
1500	1501	M	25	11	75801	25-34	lawyer
1501	1502	M	18	4	12188	18-24	college/grad student
1502	1503	M	25	12	92688	25-34	programmer
1503	1504	M	18	19	22030	18-24	unemployed
1504	1505	M	50	11	90041	50-55	lawyer
1505	1506	M	25	7	08550	25-34	executive/managerial
1506	1507	M	35	17	95476	35-44	technician/engineer
1507	1508	F	1	10	94539	Under 18	K-12 student
1508	1509	M	1	0	11803	Under 18	other or not specified
1509	1510	F	25	1	48067	25-34	academic/educator
1510	1511	M	35	12	08902	35-44	programmer
1511	1512	M	25	20	11102	25-34	writer
1512	1513	F	35	16	95003	35-44	self-employed
1513	1514	M	18	4	97215	18-24	college/grad student
1514	1515	M	25	16	48324	25-34	self-employed
1515	1516	F	25	12	53154	25-34	programmer
1516	1517	M	18	0	10002	18-24	other or not specified
1517	1518	M	25	2	95831	25-34	artist
1518	1519	M	18	4	38120	18-24	college/grad student
1519	1520	M	25	17	94506	25-34	technician/engineer
1520	1521	F	25	7	08902	25-34	executive/managerial
1521	1522	M	35	20	10025	35-44	writer
1522	1523	M	25	17	95209	25-34	technician/engineer
1523	1524	M	18	4	06459	18-24	college/grad student
1524	1525	F	25	16	94706	25-34	self-employed
1525	1526	M	56	17	80538	56+	technician/engineer
1526	1527	M	18	10	78230	18-24	K-12 student
1527	1528	M	25	15	94903	25-34	scientist
1528	1529	M	18	4	97266	18-24	college/grad student
1529	1530	M	25	4	53711	25-34	college/grad student
1530	1531	M	45	17	60462	45-49	technician/engineer
1531	1532	M	18	14	43613	18-24	sales/marketing
1532	1533	M	45	1	71711	45-49	academic/educator
1533	1534	M	50	12	12184	50-55	programmer
1534	1535	F	18	20	90036	18-24	writer
1535	1536	F	35	3	83001	35-44	clerical/admin
1536	1537	M	18	20	02446	18-24	writer
1537	1538	M	25	3	22601	25-34	clerical/admin
1538	1539	M	25	3	02359	25-34	clerical/admin
1539	1540	M	45	0	97214	45-49	other or not specified
1540	1541	M	56	17	23464-3016	56+	technician/engineer
1541	1542	M	18	17	12054	18-24	technician/engineer
1542	1543	M	25	11	10549	25-34	lawyer
1543	1544	M	25	12	63146	25-34	programmer
1544	1545	M	25	20	20009	25-34	writer
1545	1546	M	25	4	22903	25-34	college/grad student
1546	1547	M	56	13	02115	56+	retired
1547	1548	M	35	1	53703	35-44	academic/educator
1548	1549	M	35	6	20901	35-44	doctor/health care
1549	1550	M	18	4	11580	18-24	college/grad student
1550	1551	M	25	11	20008	25-34	lawyer
1551	1552	M	45	20	10021	45-49	writer
1552	1553	F	25	15	64116	25-34	scientist
1553	1554	F	35	12	17013	35-44	programmer
1554	1555	F	18	0	20008	18-24	other or not specified
1555	1556	M	18	4	48073	18-24	college/grad student
1556	1557	F	18	4	10039	18-24	college/grad student
1557	1558	M	18	6	60611	18-24	doctor/health care
1558	1559	M	35	8	10014	35-44	farmer
1559	1560	F	25	3	85226	25-34	clerical/admin
1560	1561	F	18	4	11214	18-24	college/grad student
1561	1562	M	18	20	43611	18-24	writer
1562	1563	F	1	10	87123	Under 18	K-12 student
1563	1564	M	50	1	01096	50-55	academic/educator
1564	1565	M	45	17	78731	45-49	technician/engineer
1565	1566	M	35	16	77550	35-44	self-employed
1566	1567	M	25	12	06511	25-34	programmer
1567	1568	F	1	10	94086	Under 18	K-12 student
1568	1569	F	56	13	07701	56+	retired
1569	1570	M	18	17	75093	18-24	technician/engineer
1570	1571	M	25	20	98033	25-34	writer
1571	1572	F	25	3	02155	25-34	clerical/admin
1572	1573	M	1	0	77479	Under 18	other or not specified
1573	1574	M	25	6	81007	25-34	doctor/health care
1574	1575	F	50	7	94949	50-55	executive/managerial
1575	1576	F	45	9	85202	45-49	homemaker
1576	1577	M	56	0	72227-5733	56+	other or not specified
1577	1578	M	18	4	22201	18-24	college/grad student
1578	1579	M	25	0	60201	25-34	other or not specified
1579	1580	F	18	4	76201	18-24	college/grad student
1580	1581	F	18	4	10003	18-24	college/grad student
1581	1582	M	18	0	10705	18-24	other or not specified
1582	1583	M	35	6	94115	35-44	doctor/health care
1583	1584	M	25	19	45701	25-34	unemployed
1584	1585	M	56	20	92315	56+	writer
1585	1586	M	45	7	77351	45-49	executive/managerial
1586	1587	F	25	3	30308	25-34	clerical/admin
1587	1588	M	25	11	22043	25-34	lawyer
1588	1589	M	25	0	95136	25-34	other or not specified
1589	1590	M	35	1	95003	35-44	academic/educator
1590	1591	M	50	7	26501	50-55	executive/managerial
1591	1592	M	35	7	50111	35-44	executive/managerial
1592	1593	M	25	16	78411	25-34	self-employed
1593	1594	F	35	20	10013	35-44	writer
1594	1595	M	35	1	92683-1892	35-44	academic/educator
1595	1596	F	18	5	48108	18-24	customer service
1596	1597	M	25	12	10002	25-34	programmer
1597	1598	M	35	13	76548	35-44	retired
1598	1599	M	25	0	92646	25-34	other or not specified
1599	1600	M	35	7	08234	35-44	executive/managerial
1600	1601	M	25	12	83001	25-34	programmer
1601	1602	F	25	7	10562	25-34	executive/managerial
1602	1603	F	25	0	13326	25-34	other or not specified
1603	1604	M	25	11	50111	25-34	lawyer
1604	1605	F	18	0	28270	18-24	other or not specified
1605	1606	F	35	3	55405	35-44	clerical/admin
1606	1607	M	45	1	02135	45-49	academic/educator
1607	1608	M	25	11	75230	25-34	lawyer
1608	1609	F	35	9	06830	35-44	homemaker
1609	1610	M	25	11	55555	25-34	lawyer
1610	1611	M	25	0	03867	25-34	other or not specified
1611	1612	M	25	17	11354	25-34	technician/engineer
1612	1613	M	18	20	61801	18-24	writer
1613	1614	M	35	0	90027	35-44	other or not specified
1614	1615	F	45	7	10022	45-49	executive/managerial
1615	1616	M	25	0	16101	25-34	other or not specified
1616	1617	M	25	12	44060	25-34	programmer
1617	1618	M	50	0	44139	50-55	other or not specified
1618	1619	M	50	3	48843	50-55	clerical/admin
1619	1620	M	25	20	48009	25-34	writer
1620	1621	M	25	4	11423	25-34	college/grad student
1621	1622	M	18	4	53715	18-24	college/grad student
1622	1623	M	50	15	07746	50-55	scientist
1623	1624	M	25	0	06810	25-34	other or not specified
1624	1625	M	45	0	04330	45-49	other or not specified
1625	1626	M	18	4	10010	18-24	college/grad student
1626	1627	M	18	17	91505	18-24	technician/engineer
1627	1628	M	18	20	90028	18-24	writer
1628	1629	M	18	4	10003	18-24	college/grad student
1629	1630	M	45	17	91355	45-49	technician/engineer
1630	1631	F	50	0	94514	50-55	other or not specified
1631	1632	M	25	16	94120	25-34	self-employed
1632	1633	F	45	7	99701	45-49	executive/managerial
1633	1634	F	56	0	38340	56+	other or not specified
1634	1635	M	25	0	97212	25-34	other or not specified
1635	1636	F	25	19	60612	25-34	unemployed
1636	1637	M	56	0	90049	56+	other or not specified
1637	1638	F	18	17	95405	18-24	technician/engineer
1638	1639	M	25	17	95405	25-34	technician/engineer
1639	1640	M	35	17	95610	35-44	technician/engineer
1640	1641	M	25	0	95819	25-34	other or not specified
1641	1642	M	50	13	62002	50-55	retired
1642	1643	M	45	2	90813	45-49	artist
1643	1644	M	18	12	90210	18-24	programmer
1644	1645	F	18	9	62225	18-24	homemaker
1645	1646	M	25	20	90046	25-34	writer
1646	1647	M	18	18	98118	18-24	tradesman/craftsman
1647	1648	M	50	14	85202	50-55	sales/marketing
1648	1649	M	18	19	98034	18-24	unemployed
1649	1650	M	25	19	94607	25-34	unemployed
1650	1651	M	25	12	94520	25-34	programmer
1651	1652	M	25	16	98208	25-34	self-employed
1652	1653	M	18	0	94044	18-24	other or not specified
1653	1654	F	45	0	94114	45-49	other or not specified
1654	1655	M	18	4	94507	18-24	college/grad student
1655	1656	M	25	17	94122	25-34	technician/engineer
1656	1657	F	45	0	10022	45-49	other or not specified
1657	1658	F	35	6	94214	35-44	doctor/health care
1658	1659	F	18	9	99703	18-24	homemaker
1659	1660	F	25	2	94577	25-34	artist
1660	1661	M	35	7	80526	35-44	executive/managerial
1661	1662	M	25	12	94121	25-34	programmer
1662	1663	M	18	4	77845	18-24	college/grad student
1663	1664	F	18	4	76707	18-24	college/grad student
1664	1665	M	45	17	87505	45-49	technician/engineer
1665	1666	M	25	14	15241	25-34	sales/marketing
1666	1667	M	50	16	98516	50-55	self-employed
1667	1668	M	35	2	95602	35-44	artist
1668	1669	F	25	17	75006	25-34	technician/engineer
1669	1670	F	56	13	95320	56+	retired
1670	1671	M	35	0	98368	35-44	other or not specified
1671	1672	M	25	17	93933	25-34	technician/engineer
1672	1673	M	1	10	98043-3621	Under 18	K-12 student
1673	1674	M	35	2	95816	35-44	artist
1674	1675	F	25	6	97116	25-34	doctor/health care
1675	1676	M	18	4	91301	18-24	college/grad student
1676	1677	M	18	14	97123	18-24	sales/marketing
1677	1678	F	18	17	97070	18-24	technician/engineer
1678	1679	M	25	12	98052	25-34	programmer
1679	1680	M	25	20	95380	25-34	writer
1680	1681	M	18	4	78705	18-24	college/grad student
1681	1682	M	25	2	98102	25-34	artist
1682	1683	F	25	7	98109	25-34	executive/managerial
1683	1684	M	18	3	85226	18-24	clerical/admin
1684	1685	M	35	12	95833	35-44	programmer
1685	1686	M	35	12	94062	35-44	programmer
1686	1687	M	25	3	85013	25-34	clerical/admin
1687	1688	F	18	4	34243	18-24	college/grad student
1688	1689	M	35	5	98465	35-44	customer service
1689	1690	M	35	16	98029	35-44	self-employed
1690	1691	F	25	17	85301	25-34	technician/engineer
1691	1692	M	35	20	97333	35-44	writer
1692	1693	M	25	12	98684	25-34	programmer
1693	1694	M	25	12	98116	25-34	programmer
1694	1695	M	25	1	97206	25-34	academic/educator
1695	1696	M	35	7	95765	35-44	executive/managerial
1696	1697	F	18	4	98052	18-24	college/grad student
1697	1698	M	35	2	97214	35-44	artist
1698	1699	F	25	19	98102	25-34	unemployed
1699	1700	M	25	20	98119	25-34	writer
1700	1701	F	25	4	97233	25-34	college/grad student
1701	1702	M	18	10	97303	18-24	K-12 student
1702	1703	M	18	15	77047	18-24	scientist
1703	1704	M	25	4	98926	25-34	college/grad student
1704	1705	F	18	4	85033	18-24	college/grad student
1705	1706	M	25	20	19134	25-34	writer
1706	1707	M	50	1	95070	50-55	academic/educator
1707	1708	M	25	0	64106	25-34	other or not specified
1708	1709	M	25	0	73147	25-34	other or not specified
1709	1710	M	18	0	94530	18-24	other or not specified
1710	1711	F	18	4	30134	18-24	college/grad student
1711	1712	M	25	0	73003	25-34	other or not specified
1712	1713	M	25	0	47421	25-34	other or not specified
1713	1714	M	25	17	43212	25-34	technician/engineer
1714	1715	M	25	16	53406	25-34	self-employed
1715	1716	M	25	0	43229	25-34	other or not specified
1716	1717	F	50	6	30307	50-55	doctor/health care
1717	1718	M	18	4	43235	18-24	college/grad student
1718	1719	M	18	16	60523	18-24	self-employed
1719	1720	M	18	4	94720	18-24	college/grad student
1720	1721	M	18	19	70043	18-24	unemployed
1721	1722	M	35	0	72058	35-44	other or not specified
1722	1723	M	35	17	60103	35-44	technician/engineer
1723	1724	M	18	4	00961	18-24	college/grad student
1724	1725	M	18	19	67218	18-24	unemployed
1725	1726	M	25	2	60160	25-34	artist
1726	1727	M	35	16	50317	35-44	self-employed
1727	1728	M	18	4	11710-1641	18-24	college/grad student
1728	1729	M	25	7	53715	25-34	executive/managerial
1729	1730	F	18	4	60137	18-24	college/grad student
1730	1731	F	18	0	91601	18-24	other or not specified
1731	1732	M	18	4	13655	18-24	college/grad student
1732	1733	M	18	14	43725	18-24	sales/marketing
1733	1734	M	45	17	94602	45-49	technician/engineer
1734	1735	M	18	20	30605	18-24	writer
1735	1736	M	56	8	00606	56+	farmer
1736	1737	M	35	20	46614	35-44	writer
1737	1738	M	35	16	30034	35-44	self-employed
1738	1739	M	56	16	77079	56+	self-employed
1739	1740	M	56	1	96153	56+	academic/educator
1740	1741	M	35	7	91107	35-44	executive/managerial
1741	1742	M	25	15	08109	25-34	scientist
1742	1743	M	35	17	77566	35-44	technician/engineer
1743	1744	M	35	12	50325	35-44	programmer
1744	1745	M	45	0	94114	45-49	other or not specified
1745	1746	M	25	4	33157	25-34	college/grad student
1746	1747	M	25	0	90638	25-34	other or not specified
1747	1748	M	50	1	04240	50-55	academic/educator
1748	1749	M	25	2	10040	25-34	artist
1749	1750	M	50	5	10128	50-55	customer service
1750	1751	M	35	20	77024	35-44	writer
1751	1752	M	25	3	96813	25-34	clerical/admin
1752	1753	M	35	6	90803	35-44	doctor/health care
1753	1754	M	18	19	27028	18-24	unemployed
1754	1755	F	18	4	77005	18-24	college/grad student
1755	1756	F	25	1	75149	25-34	academic/educator
1756	1757	M	25	4	75206	25-34	college/grad student
1757	1758	F	25	0	33067-1400	25-34	other or not specified
1758	1759	M	25	16	22112	25-34	self-employed
1759	1760	F	25	3	90016	25-34	clerical/admin
1760	1761	M	35	0	72058	35-44	other or not specified
1761	1762	M	25	14	75230	25-34	sales/marketing
1762	1763	M	35	7	76248	35-44	executive/managerial
1763	1764	M	18	0	75149	18-24	other or not specified
1764	1765	M	18	4	13655	18-24	college/grad student
1765	1766	F	45	0	94566	45-49	other or not specified
1766	1767	M	25	20	75205	25-34	writer
1767	1768	M	45	16	75067	45-49	self-employed
1768	1769	M	25	17	75240	25-34	technician/engineer
1769	1770	M	35	16	79605	35-44	self-employed
1770	1771	M	25	17	75044	25-34	technician/engineer
1771	1772	M	56	2	90680	56+	artist
1772	1773	M	18	4	07030	18-24	college/grad student
1773	1774	M	25	17	99003	25-34	technician/engineer
1774	1775	M	25	4	70115	25-34	college/grad student
1775	1776	M	25	0	45801	25-34	other or not specified
1776	1777	M	25	20	17022	25-34	writer
1777	1778	M	18	4	94704	18-24	college/grad student
1778	1779	M	18	1	78133	18-24	academic/educator
1779	1780	M	35	1	22181	35-44	academic/educator
1780	1781	F	35	0	08009	35-44	other or not specified
1781	1782	M	45	0	23454	45-49	other or not specified
1782	1783	M	18	4	10027	18-24	college/grad student
1783	1784	M	18	20	18104	18-24	writer
1784	1785	M	18	4	04901	18-24	college/grad student
1785	1786	M	45	1	85721	45-49	academic/educator
1786	1787	M	18	8	90210	18-24	farmer
1787	1788	M	45	2	19104	45-49	artist
1788	1789	M	1	10	19116	Under 18	K-12 student
1789	1790	M	25	0	19152	25-34	other or not specified
1790	1791	M	18	4	19146	18-24	college/grad student
1791	1792	F	25	2	53523	25-34	artist
1792	1793	M	25	4	20008	25-34	college/grad student
1793	1794	M	25	11	20878	25-34	lawyer
1794	1795	M	18	17	20724	18-24	technician/engineer
1795	1796	M	50	11	20852	50-55	lawyer
1796	1797	M	35	7	52003	35-44	executive/managerial
1797	1798	M	45	11	22204	45-49	lawyer
1798	1799	M	35	11	70118	35-44	lawyer
1799	1800	M	18	4	70118	18-24	college/grad student
1800	1801	F	25	6	54729	25-34	doctor/health care
1801	1802	M	18	4	22903	18-24	college/grad student
1802	1803	M	25	2	50021	25-34	artist
1803	1804	M	25	7	22314	25-34	executive/managerial
1804	1805	M	18	4	22401	18-24	college/grad student
1805	1806	M	18	4	22032	18-24	college/grad student
1806	1807	M	18	17	20742	18-24	technician/engineer
1807	1808	F	18	4	22031	18-24	college/grad student
1808	1809	F	25	14	12189	25-34	sales/marketing
1809	1810	M	50	13	90210	50-55	retired
1810	1811	M	56	2	08825	56+	artist
1811	1812	F	25	12	48103	25-34	programmer
1812	1813	F	35	6	90035	35-44	doctor/health care
1813	1814	M	50	7	10014	50-55	executive/managerial
1814	1815	M	1	1	30707	Under 18	academic/educator
1815	1816	F	35	9	56007	35-44	homemaker
1816	1817	M	35	1	53706	35-44	academic/educator
1817	1818	M	1	8	02254	Under 18	farmer
1818	1819	F	35	12	45249	35-44	programmer
1819	1820	M	25	20	50265	25-34	writer
1820	1821	M	25	20	43315	25-34	writer
1821	1822	F	25	0	53713	25-34	other or not specified
1822	1823	F	35	1	92801	35-44	academic/educator
1823	1824	F	18	4	43560	18-24	college/grad student
1824	1825	M	25	7	50310	25-34	executive/managerial
1825	1826	M	45	11	49265	45-49	lawyer
1826	1827	F	25	1	07721	25-34	academic/educator
1827	1828	M	18	4	07030	18-24	college/grad student
1828	1829	M	25	16	07302	25-34	self-employed
1829	1830	M	18	4	12180	18-24	college/grad student
1830	1831	M	18	4	53190	18-24	college/grad student
1831	1832	F	18	4	14433	18-24	college/grad student
1832	1833	M	18	17	07030	18-24	technician/engineer
1833	1834	M	35	5	10990	35-44	customer service
1834	1835	M	25	19	11501	25-34	unemployed
1835	1836	M	25	0	10016	25-34	other or not specified
1836	1837	M	25	2	08817	25-34	artist
1837	1838	M	35	7	10011	35-44	executive/managerial
1838	1839	M	18	4	07940	18-24	college/grad student
1839	1840	M	25	12	11217	25-34	programmer
1840	1841	M	18	0	95037	18-24	other or not specified
