	movie_id	title	genres
1002	1015	Homeward Bound: The Incredible Journey (1993)	Adventure|Children's
1003	1016	Shaggy Dog, The (1959)	Children's|Comedy
1004	1017	Swiss Family Robinson (1960)	Adventure|Children's
1005	1018	That Darn Cat! (1965)	Children's|Comedy|Mystery
1006	1019	20,000 Leagues Under the Sea (1954)	Adventure|Children's|Fantasy|Sci-Fi
1007	1020	Cool Runnings (1993)	Comedy
1008	1021	Angels in the Outfield (1994)	Children's|Comedy
1009	1022	Cinderella (1950)	Animation|Children's|Musical
1010	1023	Winnie the Pooh and the Blustery Day (1968)	Animation|Children's
1011	1024	Three Caballeros, The (1945)	Animation|Children's|Musical
1012	1025	Sword in the Stone, The (1963)	Animation|Children's
1013	1026	So Dear to My Heart (1949)	Children's|Drama
1014	1027	Robin Hood: Prince of Thieves (1991)	Drama
1015	1028	Mary Poppins (1964)	Children's|Comedy|Musical
1016	1029	Dumbo (1941)	Animation|Children's|Musical
1017	1030	Pete's Dragon (1977)	Adventure|Animation|Children's|Musical
1018	1031	Bedknobs and Broomsticks (1971)	Adventure|Children's|Musical
1019	1032	Alice in Wonderland (1951)	Animation|Children's|Musical
1020	1033	Fox and the Hound, The (1981)	Animation|Children's
1021	1034	Freeway (1996)	Crime
1022	1035	Sound of Music, The (1965)	Musical
1023	1036	Die Hard (1988)	Action|Thriller
1024	1037	Lawnmower Man, The (1992)	Action|Sci-Fi|Thriller
1025	1038	Unhook the Stars (1996)	Drama
1026	1039	Synthetic Pleasures (1995)	Documentary
1027	1040	Secret Agent, The (1996)	Drama
1028	1041	Secrets & Lies (1996)	Drama
1029	1042	That Thing You Do! (1996)	Comedy
1030	1043	To Gillian on Her 37th Birthday (1996)	Drama|Romance
1031	1044	Surviving Picasso (1996)	Drama
1032	1045	Love Is All There Is (1996)	Comedy|Drama
1033	1046	Beautiful Thing (1996)	Drama|Romance
1034	1047	Long Kiss Goodnight, The (1996)	Action|Thriller
1035	1049	Ghost and the Darkness, The (1996)	Action|Adventure
1036	1050	Looking for Richard (1996)	Documentary|Drama
1037	1051	Trees Lounge (1996)	Drama
1038	1052	Proprietor, The (1996)	Drama
1039	1053	Normal Life (1996)	Crime|Drama
1040	1054	Get on the Bus (1996)	Drama
1041	1055	Shadow Conspiracy (1997)	Thriller
1042	1056	Jude (1996)	Drama
1043	1057	Everyone Says I Love You (1996)	Comedy|Musical|Romance
1044	1058	Bitter Sugar (Azucar Amargo) (1996)	Drama
1045	1059	William Shakespeare's Romeo and Juliet (1996)	Drama|Romance
1046	1060	Swingers (1996)	Comedy|Drama
1047	1061	Sleepers (1996)	Crime|Drama
1048	1062	Sunchaser, The (1996)	Drama
1049	1063	Johns (1996)	Drama
1050	1064	Aladdin and the King of Thieves (1996)	Animation|Children's|Comedy
1051	1065	Woman in Question, The (1950)	Mystery
1052	1066	Shall We Dance? (1937)	Comedy|Musical|Romance
1053	1067	Damsel in Distress, A (1937)	Comedy|Musical|Romance
1054	1068	Crossfire (1947)	Crime|Film-Noir
1055	1069	Murder, My Sweet (1944)	Film-Noir|Thriller
1056	1070	Macao (1952)	Adventure
1057	1071	For the Moment (1994)	Romance|War
1058	1073	Willy Wonka and the Chocolate Factory (1971)	Adventure|Children's|Comedy|Fantasy
1059	1075	Sexual Life of the Belgians, The (1994)	Comedy
1060	1076	Innocents, The (1961)	Thriller
1061	1077	Sleeper (1973)	Comedy|Sci-Fi
1062	1078	Bananas (1971)	Comedy|War
1063	1079	Fish Called Wanda, A (1988)	Comedy
1064	1080	Monty Python's Life of Brian (1979)	Comedy
1065	1081	Victor/Victoria (1982)	Comedy|Musical
1066	1082	Candidate, The (1972)	Drama
1067	1083	Great Race, The (1965)	Comedy|Musical
1068	1084	Bonnie and Clyde (1967)	Crime|Drama
1069	1085	Old Man and the Sea, The (1958)	Adventure|Drama
1070	1086	Dial M for Murder (1954)	Mystery|Thriller
1071	1087	Madame Butterfly (1995)	Musical
1072	1088	Dirty Dancing (1987)	Musical|Romance
1073	1089	Reservoir Dogs (1992)	Crime|Thriller
1074	1090	Platoon (1986)	Drama|War
1075	1091	Weekend at Bernie's (1989)	Comedy
1076	1092	Basic Instinct (1992)	Mystery|Thriller
1077	1093	Doors, The (1991)	Drama|Musical
1078	1094	Crying Game, The (1992)	Drama|Romance|War
1079	1095	Glengarry Glen Ross (1992)	Drama
1080	1096	Sophie's Choice (1982)	Drama
1081	1097	E.T. the Extra-Terrestrial (1982)	Children's|Drama|Fantasy|Sci-Fi
1082	1098	Search for One-eye Jimmy, The (1996)	Comedy
1083	1099	Christmas Carol, A (1938)	Drama
1084	1100	Days of Thunder (1990)	Action|Romance
1085	1101	Top Gun (1986)	Action|Romance
1086	1102	American Strays (1996)	Action
1087	1103	Rebel Without a Cause (1955)	Drama
1088	1104	Streetcar Named Desire, A (1951)	Drama
1089	1105	Children of the Corn IV: The Gathering (1996)	Horror
1090	1106	Leopard Son, The (1996)	Documentary
1091	1107	Loser (1991)	Comedy
1092	1108	Prerokbe Ognja (1995)	Documentary
1093	1109	Charm's Incidents (1996)	Drama
1094	1110	Bird of Prey (1996)	Action
1095	1111	Microcosmos (Microcosmos: Le peuple de l'herbe) (1996)	Documentary
1096	1112	Palookaville (1996)	Action|Drama
1097	1113	Associate, The (1996)	Comedy
1098	1114	Funeral, The (1996)	Drama
1099	1115	Sleepover (1995)	Comedy|Drama
1100	1116	Single Girl, A (La Fille Seule) (1995)	Drama
1101	1117	Eighth Day, The (Le Huitième jour ) (1996)	Drama
1102	1118	Tashunga (1995)	Adventure|Western
1103	1119	Drunks (1997)	Drama
1104	1120	People vs. Larry Flynt, The (1996)	Drama
1105	1121	Glory Daze (1996)	Drama
1106	1122	Plutonium Circus (1995)	Documentary
1107	1123	Perfect Candidate, A (1996)	Documentary
1108	1124	On Golden Pond (1981)	Drama
1109	1125	Return of the Pink Panther, The (1974)	Comedy
1110	1126	Drop Dead Fred (1991)	Comedy|Fantasy
1111	1127	Abyss, The (1989)	Action|Adventure|Sci-Fi|Thriller
1112	1128	Fog, The (1980)	Horror
1113	1129	Escape from New York (1981)	Action|Adventure|Sci-Fi|Thriller
1114	1130	Howling, The (1980)	Horror
1115	1131	Jean de Florette (1986)	Drama
1116	1132	Manon of the Spring (Manon des sources) (1986)	Drama
1117	1133	Talking About Sex (1994)	Comedy|Drama
1118	1134	Johnny 100 Pesos (1993)	Action|Drama
1119	1135	Private Benjamin (1980)	Comedy
1120	1136	Monty Python and the Holy Grail (1974)	Comedy
1121	1137	Hustler White (1996)	Romance
1122	1138	Dadetown (1995)	Documentary
1123	1139	Everything Relative (1996)	Drama
1124	1140	Entertaining Angels: The Dorothy Day Story (1996)	Drama
1125	1141	Hoogste tijd (1995)	Drama
1126	1142	Get Over It (1996)	Drama
1127	1143	Three Lives and Only One Death (1996)	Comedy
1128	1144	Line King: Al Hirschfeld, The (1996)	Documentary
1129	1145	Snowriders (1996)	Documentary
1130	1146	Curtis's Charm (1995)	Comedy|Drama
1131	1147	When We Were Kings (1996)	Documentary
1132	1148	Wrong Trousers, The (1993)	Animation|Comedy
1133	1149	JLG/JLG - autoportrait de décembre (1994)	Documentary|Drama
1134	1150	Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)	Drama
1135	1151	Faust (1994)	Animation|Comedy|Thriller
1136	1152	He Walked by Night (1948)	Crime|Film-Noir|Thriller
1137	1153	Raw Deal (1948)	Film-Noir
1138	1154	T-Men (1947)	Film-Noir
1139	1155	Invitation, The (Zaproszenie) (1986)	Drama
1140	1156	Children Are Watching us, The (Bambini ci guardano, I) (1942)	Drama
1141	1157	Symphonie pastorale, La (1946)	Drama
1142	1158	Here Comes Cookie (1935)	Comedy
1143	1159	Love in Bloom (1935)	Romance
1144	1160	Six of a Kind (1934)	Comedy
1145	1161	Tin Drum, The (Blechtrommel, Die) (1979)	Drama
1146	1162	Ruling Class, The (1972)	Comedy
1147	1163	Mina Tannenbaum (1994)	Drama
1148	1164	Two or Three Things I Know About Her (1966)	Drama
1149	1165	Bloody Child, The (1996)	Drama|Thriller
1150	1166	Farmer & Chase (1995)	Comedy
1151	1167	Dear God (1996)	Comedy
1152	1168	Bad Moon (1996)	Horror
1153	1169	American Dream (1990)	Documentary
1154	1170	Best of the Best 3: No Turning Back (1995)	Action
1155	1171	Bob Roberts (1992)	Comedy
1156	1172	Cinema Paradiso (1988)	Comedy|Drama|Romance
1157	1173	Cook the Thief His Wife & Her Lover, The (1989)	Drama
1158	1174	Grosse Fatigue (1994)	Comedy
1159	1175	Delicatessen (1991)	Comedy|Sci-Fi
1160	1176	Double Life of Veronique, The (La Double Vie de Véronique) (1991)	Drama
1161	1177	Enchanted April (1991)	Drama
1162	1178	Paths of Glory (1957)	Drama|War
1163	1179	Grifters, The (1990)	Crime|Drama|Film-Noir
1164	1180	Hear My Song (1991)	Comedy
1165	1181	Shooter, The (1995)	Action
1166	1183	English Patient, The (1996)	Drama|Romance|War
1167	1184	Mediterraneo (1991)	Comedy|War
1168	1185	My Left Foot (1989)	Drama
1169	1186	Sex, Lies, and Videotape (1989)	Drama
1170	1187	Passion Fish (1992)	Drama
1171	1188	Strictly Ballroom (1992)	Comedy|Romance
1172	1189	Thin Blue Line, The (1988)	Documentary
1173	1190	Tie Me Up! Tie Me Down! (1990)	Drama
1174	1191	Madonna: Truth or Dare (1991)	Documentary
1175	1192	Paris Is Burning (1990)	Documentary
1176	1193	One Flew Over the Cuckoo's Nest (1975)	Drama
1177	1194	Up in Smoke (1978)	Comedy
1178	1196	Star Wars: Episode V - The Empire Strikes Back (1980)	Action|Adventure|Drama|Sci-Fi|War
1179	1197	Princess Bride, The (1987)	Action|Adventure|Comedy|Romance
1180	1198	Raiders of the Lost Ark (1981)	Action|Adventure
1181	1199	Brazil (1985)	Sci-Fi
1182	1200	Aliens (1986)	Action|Sci-Fi|Thriller|War
1183	1201	Good, The Bad and The Ugly, The (1966)	Action|Western
1184	1202	Withnail and I (1987)	Comedy
1185	1203	12 Angry Men (1957)	Drama
1186	1204	Lawrence of Arabia (1962)	Adventure|War
1187	1205	Transformers: The Movie, The (1986)	Action|Animation|Children's|Sci-Fi|Thriller|War
1188	1206	Clockwork Orange, A (1971)	Sci-Fi
1189	1207	To Kill a Mockingbird (1962)	Drama
1190	1208	Apocalypse Now (1979)	Drama|War
1191	1209	Once Upon a Time in the West (1969)	Western
1192	1210	Star Wars: Episode VI - Return of the Jedi (1983)	Action|Adventure|Romance|Sci-Fi|War
1193	1211	Wings of Desire (Der Himmel über Berlin) (1987)	Comedy|Drama|Romance
1194	1212	Third Man, The (1949)	Mystery|Thriller
1195	1213	GoodFellas (1990)	Crime|Drama
1196	1214	Alien (1979)	Action|Horror|Sci-Fi|Thriller
1197	1215	Army of Darkness (1993)	Action|Adventure|Comedy|Horror|Sci-Fi
1198	1216	Big Blue, The (Le Grand Bleu) (1988)	Adventure|Romance
1199	1217	Ran (1985)	Drama|War
1200	1218	Killer, The (Die xue shuang xiong) (1989)	Action|Thriller
1201	1219	Psycho (1960)	Horror|Thriller
1202	1220	Blues Brothers, The (1980)	Action|Comedy|Musical
1203	1221	Godfather: Part II, The (1974)	Action|Crime|Drama
1204	1222	Full Metal Jacket (1987)	Action|Drama|War
1205	1223	Grand Day Out, A (1992)	Animation|Comedy
1206	1224	Henry V (1989)	Drama|War
1207	1225	Amadeus (1984)	Drama
1208	1226	Quiet Man, The (1952)	Comedy|Romance
1209	1227	Once Upon a Time in America (1984)	Crime|Drama|Thriller
1210	1228	Raging Bull (1980)	Drama
1211	1230	Annie Hall (1977)	Comedy|Romance
1212	1231	Right Stuff, The (1983)	Drama
1213	1232	Stalker (1979)	Mystery|Sci-Fi
1214	1233	Boat, The (Das Boot) (1981)	Action|Drama|War
1215	1234	Sting, The (1973)	Comedy|Crime
1216	1235	Harold and Maude (1971)	Comedy
1217	1236	Trust (1990)	Comedy|Drama
1218	1237	Seventh Seal, The (Sjunde inseglet, Det) (1957)	Drama
1219	1238	Local Hero (1983)	Comedy
1220	1240	Terminator, The (1984)	Action|Sci-Fi|Thriller
1221	1241	Braindead (1992)	Comedy|Horror
1222	1242	Glory (1989)	Action|Drama|War
1223	1243	Rosencrantz and Guildenstern Are Dead (1990)	Comedy|Drama
1224	1244	Manhattan (1979)	Comedy|Drama|Romance
1225	1245	Miller's Crossing (1990)	Drama
1226	1246	Dead Poets Society (1989)	Drama
1227	1247	Graduate, The (1967)	Drama|Romance
1228	1248	Touch of Evil (1958)	Crime|Film-Noir|Thriller
1229	1249	Nikita (La Femme Nikita) (1990)	Thriller
1230	1250	Bridge on the River Kwai, The (1957)	Drama|War
1231	1251	8 1/2 (1963)	Drama
1232	1252	Chinatown (1974)	Film-Noir|Mystery|Thriller
1233	1253	Day the Earth Stood Still, The (1951)	Drama|Sci-Fi
1234	1254	Treasure of the Sierra Madre, The (1948)	Adventure
1235	1255	Bad Taste (1987)	Comedy|Horror
1236	1256	Duck Soup (1933)	Comedy|War
1237	1257	Better Off Dead... (1985)	Comedy
1238	1258	Shining, The (1980)	Horror
1239	1259	Stand by Me (1986)	Adventure|Comedy|Drama
1240	1260	M (1931)	Crime|Film-Noir|Thriller
1241	1261	Evil Dead II (Dead By Dawn) (1987)	Action|Adventure|Comedy|Horror
1242	1262	Great Escape, The (1963)	Adventure|War
1243	1263	Deer Hunter, The (1978)	Drama|War
1244	1264	Diva (1981)	Action|Drama|Mystery|Romance|Thriller
1245	1265	Groundhog Day (1993)	Comedy|Romance
1246	1266	Unforgiven (1992)	Western
1247	1267	Manchurian Candidate, The (1962)	Film-Noir|Thriller
1248	1268	Pump Up the Volume (1990)	Drama
1249	1269	Arsenic and Old Lace (1944)	Comedy|Mystery|Thriller
1250	1270	Back to the Future (1985)	Comedy|Sci-Fi
1251	1271	Fried Green Tomatoes (1991)	Drama
1252	1272	Patton (1970)	Drama|War
1253	1273	Down by Law (1986)	Comedy|Drama
1254	1274	Akira (1988)	Adventure|Animation|Sci-Fi|Thriller
1255	1275	Highlander (1986)	Action|Adventure
1256	1276	Cool Hand Luke (1967)	Comedy|Drama
1257	1277	Cyrano de Bergerac (1990)	Action|Drama|Romance
1258	1278	Young Frankenstein (1974)	Comedy|Horror
1259	1279	Night on Earth (1991)	Comedy|Drama
1260	1280	Raise the Red Lantern (1991)	Drama
1261	1281	Great Dictator, The (1940)	Comedy
1262	1282	Fantasia (1940)	Animation|Children's|Musical
1263	1283	High Noon (1952)	Western
1264	1284	Big Sleep, The (1946)	Film-Noir|Mystery
1265	1285	Heathers (1989)	Comedy
1266	1286	Somewhere in Time (1980)	Drama|Romance
1267	1287	Ben-Hur (1959)	Action|Adventure|Drama
1268	1288	This Is Spinal Tap (1984)	Comedy|Drama|Musical
1269	1289	Koyaanisqatsi (1983)	Documentary|War
1270	1290	Some Kind of Wonderful (1987)	Drama|Romance
1271	1291	Indiana Jones and the Last Crusade (1989)	Action|Adventure
1272	1292	Being There (1979)	Comedy
1273	1293	Gandhi (1982)	Drama
1274	1294	M*A*S*H (1970)	Comedy|War
1275	1295	Unbearable Lightness of Being, The (1988)	Drama
1276	1296	Room with a View, A (1986)	Drama|Romance
1277	1297	Real Genius (1985)	Comedy
1278	1298	Pink Floyd - The Wall (1982)	Drama|Musical|War
1279	1299	Killing Fields, The (1984)	Drama|War
1280	1300	My Life as a Dog (Mitt liv som hund) (1985)	Drama
1281	1301	Forbidden Planet (1956)	Sci-Fi
1282	1302	Field of Dreams (1989)	Drama
1283	1303	Man Who Would Be King, The (1975)	Adventure
1284	1304	Butch Cassidy and the Sundance Kid (1969)	Action|Comedy|Western
1285	1305	Paris, Texas (1984)	Drama
1286	1306	Until the End of the World (Bis ans Ende der Welt) (1991)	Drama|Sci-Fi
1287	1307	When Harry Met Sally... (1989)	Comedy|Romance
1288	1308	I Shot a Man in Vegas (1995)	Comedy
1289	1309	Parallel Sons (1995)	Drama|Romance
1290	1310	Hype! (1996)	Documentary
1291	1311	Santa with Muscles (1996)	Comedy
1292	1312	Female Perversions (1996)	Drama
1293	1313	Mad Dog Time (1996)	Crime
1294	1314	Breathing Room (1996)	Romance
1295	1315	Paris Was a Woman (1995)	Documentary
1296	1316	Anna (1996)	Drama
1297	1317	I'm Not Rappaport (1996)	Comedy
1298	1318	Blue Juice (1995)	Comedy|Drama
1299	1319	Kids of Survival (1993)	Documentary
1300	1320	Alien³ (1992)	Action|Horror|Sci-Fi|Thriller
1301	1321	American Werewolf in London, An (1981)	Horror
1302	1322	Amityville 1992: It's About Time (1992)	Horror
1303	1323	Amityville 3-D (1983)	Horror
1304	1324	Amityville: Dollhouse (1996)	Horror
1305	1325	Amityville: A New Generation (1993)	Horror
1306	1326	Amityville II: The Possession (1982)	Horror
1307	1327	Amityville Horror, The (1979)	Horror
1308	1328	Amityville Curse, The (1990)	Horror
1309	1329	Blood For Dracula (Andy Warhol's Dracula) (1974)	Horror
1310	1330	April Fool's Day (1986)	Comedy|Horror
1311	1331	Audrey Rose (1977)	Horror
1312	1332	Believers, The (1987)	Horror|Thriller
1313	1333	Birds, The (1963)	Horror
1314	1334	Blob, The (1958)	Horror|Sci-Fi
1315	1335	Blood Beach (1981)	Action|Horror
1316	1336	Body Parts (1991)	Horror
1317	1337	Body Snatcher, The (1945)	Horror
1318	1339	Bram Stoker's Dracula (1992)	Horror|Romance
1319	1340	Bride of Frankenstein (1935)	Horror
1320	1341	Burnt Offerings (1976)	Horror
1321	1342	Candyman (1992)	Horror
1322	1343	Cape Fear (1991)	Thriller
1323	1344	Cape Fear (1962)	Film-Noir|Thriller
1324	1345	Carrie (1976)	Horror
1325	1346	Cat People (1982)	Horror
1326	1347	Nightmare on Elm Street, A (1984)	Horror
1327	1348	Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)	Horror
1328	1349	Nosferatu a Venezia (1986)	Horror
1329	1350	Omen, The (1976)	Horror
1330	1351	Blood & Wine (1997)	Drama
1331	1352	Albino Alligator (1996)	Crime|Thriller
1332	1353	Mirror Has Two Faces, The (1996)	Comedy|Romance
1333	1354	Breaking the Waves (1996)	Drama
1334	1355	Nightwatch (1997)	Horror|Thriller
1335	1356	Star Trek: First Contact (1996)	Action|Adventure|Sci-Fi
1336	1357	Shine (1996)	Drama|Romance
1337	1358	Sling Blade (1996)	Drama|Thriller
1338	1359	Jingle All the Way (1996)	Adventure|Children's|Comedy
1339	1360	Identification of a Woman (Identificazione di una donna) (1982)	Drama
1340	1361	Paradise Lost: The Child Murders at Robin Hood Hills (1996)	Documentary
1341	1362	Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)	Drama
1342	1363	Preacher's Wife, The (1996)	Drama
1343	1364	Zero Kelvin (Kjærlighetens kjøtere) (1995)	Action
1344	1365	Ridicule (1996)	Drama
1345	1366	Crucible, The (1996)	Drama
1346	1367	101 Dalmatians (1996)	Children's|Comedy
1347	1368	Forbidden Christ, The (Cristo proibito, Il) (1950)	Drama
1348	1369	I Can't Sleep (J'ai pas sommeil) (1994)	Drama|Thriller
1349	1370	Die Hard 2 (1990)	Action|Thriller
1350	1371	Star Trek: The Motion Picture (1979)	Action|Adventure|Sci-Fi
1351	1372	Star Trek VI: The Undiscovered Country (1991)	Action|Adventure|Sci-Fi
1352	1373	Star Trek V: The Final Frontier (1989)	Action|Adventure|Sci-Fi
1353	1374	Star Trek: The Wrath of Khan (1982)	Action|Adventure|Sci-Fi
1354	1375	Star Trek III: The Search for Spock (1984)	Action|Adventure|Sci-Fi
1355	1376	Star Trek IV: The Voyage Home (1986)	Action|Adventure|Sci-Fi
1356	1377	Batman Returns (1992)	Action|Adventure|Comedy|Crime
1357	1378	Young Guns (1988)	Action|Comedy|Western
1358	1379	Young Guns II (1990)	Action|Comedy|Western
1359	1380	Grease (1978)	Comedy|Musical|Romance
1360	1381	Grease 2 (1982)	Comedy|Musical|Romance
1361	1382	Marked for Death (1990)	Action|Drama
1362	1383	Adrenalin: Fear the Rush (1996)	Action|Sci-Fi
1363	1384	Substance of Fire, The (1996)	Drama
1364	1385	Under Siege (1992)	Action
1365	1386	Terror in a Texas Town (1958)	Western
1366	1387	Jaws (1975)	Action|Horror
1367	1388	Jaws 2 (1978)	Action|Horror
1368	1389	Jaws 3-D (1983)	Action|Horror
1369	1390	My Fellow Americans (1996)	Comedy
1370	1391	Mars Attacks! (1996)	Action|Comedy|Sci-Fi|War
1371	1392	Citizen Ruth (1996)	Comedy|Drama
1372	1393	Jerry Maguire (1996)	Drama|Romance
1373	1394	Raising Arizona (1987)	Comedy
1374	1395	Tin Men (1987)	Comedy|Drama
1375	1396	Sneakers (1992)	Crime|Drama|Sci-Fi
1376	1397	Bastard Out of Carolina (1996)	Drama
1377	1398	In Love and War (1996)	Romance|War
1378	1399	Marvin's Room (1996)	Drama
1379	1400	Somebody is Waiting (1996)	Drama
1380	1401	Ghosts of Mississippi (1996)	Drama
1381	1404	Night Falls on Manhattan (1997)	Crime|Drama
1382	1405	Beavis and Butt-head Do America (1996)	Animation|Comedy
1383	1406	Cérémonie, La (1995)	Drama
1384	1407	Scream (1996)	Horror|Thriller
1385	1408	Last of the Mohicans, The (1992)	Action|Romance|War
1386	1409	Michael (1996)	Comedy|Romance
1387	1410	Evening Star, The (1996)	Comedy|Drama
1388	1411	Hamlet (1996)	Drama
1389	1412	Some Mother's Son (1996)	Drama
1390	1413	Whole Wide World, The (1996)	Drama
1391	1414	Mother (1996)	Comedy
1392	1415	Thieves (Voleurs, Les) (1996)	Crime|Drama|Romance
1393	1416	Evita (1996)	Drama|Musical
1394	1417	Portrait of a Lady, The (1996)	Drama
1395	1419	Walkabout (1971)	Drama
1396	1420	Message to Love: The Isle of Wight Festival (1996)	Documentary
1397	1421	Grateful Dead (1995)	Documentary
1398	1422	Murder at 1600 (1997)	Mystery|Thriller
1399	1423	Hearts and Minds (1996)	Drama
1400	1424	Inside (1996)	Action
1401	1425	Fierce Creatures (1997)	Comedy
1402	1426	Zeus and Roxanne (1997)	Children's
1403	1427	Turbulence (1997)	Thriller
1404	1428	Angel Baby (1995)	Drama
1405	1429	Jackie Chan's First Strike (1996)	Action
1406	1430	Underworld (1997)	Thriller
1407	1431	Beverly Hills Ninja (1997)	Action|Comedy
1408	1432	Metro (1997)	Action
1409	1433	Machine, The (1994)	Comedy|Horror
1410	1434	Stranger, The (1994)	Action
1411	1436	Falling in Love Again (1980)	Comedy
1412	1437	Cement Garden, The (1993)	Drama
1413	1438	Dante's Peak (1997)	Action|Thriller
1414	1439	Meet Wally Sparks (1997)	Comedy
1415	1440	Amos & Andrew (1993)	Comedy
1416	1441	Benny & Joon (1993)	Comedy|Romance
1417	1442	Prefontaine (1997)	Drama
1418	1443	Tickle in the Heart, A (1996)	Documentary
1419	1444	Guantanamera (1994)	Comedy
1420	1445	McHale's Navy (1997)	Comedy|War
1421	1446	Kolya (1996)	Comedy
1422	1447	Gridlock'd (1997)	Crime
1423	1448	Fire on the Mountain (1996)	Documentary
1424	1449	Waiting for Guffman (1996)	Comedy
1425	1450	Prisoner of the Mountains (Kavkazsky Plennik) (1996)	War
1426	1453	Beautician and the Beast, The (1997)	Comedy|Romance
1427	1454	SubUrbia (1997)	Comedy
1428	1455	Hotel de Love (1996)	Comedy|Romance
1429	1456	Pest, The (1997)	Comedy
1430	1457	Fools Rush In (1997)	Comedy|Romance
1431	1458	Touch (1997)	Romance
1432	1459	Absolute Power (1997)	Mystery|Thriller
1433	1460	That Darn Cat! (1997)	Children's|Comedy|Mystery
1434	1461	Vegas Vacation (1997)	Comedy
1435	1462	Unforgotten: Twenty-Five Years After Willowbrook (1996)	Documentary
1436	1463	That Old Feeling (1997)	Comedy|Romance
1437	1464	Lost Highway (1997)	Mystery
1438	1465	Rosewood (1997)	Drama
1439	1466	Donnie Brasco (1997)	Crime|Drama
1440	1467	Salut cousin! (1996)	Comedy|Drama
1441	1468	Booty Call (1997)	Comedy|Romance
1442	1470	Rhyme & Reason (1997)	Documentary
1443	1471	Boys Life 2 (1997)	Drama
1444	1472	City of Industry (1997)	Crime|Thriller
1445	1473	Best Men (1997)	Action|Comedy|Crime|Drama
1446	1474	Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997)	Children's|Comedy
1447	1475	Kama Sutra: A Tale of Love (1996)	Romance
1448	1476	Private Parts (1997)	Comedy|Drama
1449	1477	Love Jones (1997)	Romance
1450	1479	Saint, The (1997)	Action|Romance|Thriller
1451	1480	Smilla's Sense of Snow (1997)	Action|Drama|Thriller
1452	1482	Van, The (1996)	Comedy|Drama
1453	1483	Crash (1996)	Drama|Thriller
1454	1484	Daytrippers, The (1996)	Mystery
1455	1485	Liar Liar (1997)	Comedy
1456	1486	Quiet Room, The (1996)	Drama
1457	1487	Selena (1997)	Drama|Musical
1458	1488	Devil's Own, The (1997)	Action|Drama|Thriller|War
1459	1489	Cats Don't Dance (1997)	Animation|Children's|Musical
1460	1490	B*A*P*S (1997)	Comedy
1461	1493	Love and Other Catastrophes (1996)	Romance
1462	1494	Sixth Man, The (1997)	Comedy
1463	1495	Turbo: A Power Rangers Movie (1997)	Action|Adventure|Children's
1464	1496	Anna Karenina (1997)	Drama|Romance
1465	1497	Double Team (1997)	Action
1466	1498	Inventing the Abbotts (1997)	Drama|Romance
1467	1499	Anaconda (1997)	Action|Adventure|Thriller
1468	1500	Grosse Pointe Blank (1997)	Comedy|Crime
1469	1501	Keys to Tulsa (1997)	Crime
1470	1502	Kissed (1996)	Romance
1471	1503	8 Heads in a Duffel Bag (1997)	Comedy
1472	1504	Hollow Reed (1996)	Drama
1473	1507	Paradise Road (1997)	Drama|War
1474	1508	Traveller (1997)	Drama
1475	1509	All Over Me (1997)	Drama
1476	1510	Brother's Kiss, A (1997)	Drama
1477	1511	A Chef in Love (1996)	Comedy
1478	1513	Romy and Michele's High School Reunion (1997)	Comedy
1479	1514	Temptress Moon (Feng Yue) (1996)	Romance
1480	1515	Volcano (1997)	Drama|Thriller
1481	1516	Children of the Revolution (1996)	Comedy
1482	1517	Austin Powers: International Man of Mystery (1997)	Comedy
1483	1518	Breakdown (1997)	Action|Thriller
1484	1519	Broken English (1996)	Drama
1485	1520	Commandments (1997)	Romance
1486	1522	Ripe (1996)	Drama
1487	1523	Truth or Consequences, N.M. (1997)	Action|Crime|Romance
1488	1524	Turning, The (1992)	Drama
1489	1525	Warriors of Virtue (1997)	Action|Adventure|Children's|Fantasy
1490	1526	Fathers' Day (1997)	Comedy
1491	1527	Fifth Element, The (1997)	Action|Sci-Fi
1492	1528	Intimate Relations (1996)	Comedy
1493	1529	Nowhere (1997)	Drama
1494	1531	Losing Chase (1996)	Drama
1495	1532	Sprung (1997)	Comedy
1496	1533	Promise, The (La Promesse) (1996)	Drama
1497	1534	Bonheur, Le (1965)	Drama
1498	1535	Love! Valour! Compassion! (1997)	Drama|Romance
1499	1537	Shall We Dance? (Shall We Dansu?) (1996)	Comedy
1500	1538	Second Jungle Book: Mowgli & Baloo, The (1997)	Adventure|Children's
1501	1539	Twin Town (1997)	Comedy|Crime
1502	1541	Addicted to Love (1997)	Comedy|Romance
1503	1542	Brassed Off (1996)	Comedy|Drama|Romance
1504	1543	Designated Mourner, The (1997)	Drama
1505	1544	Lost World: Jurassic Park, The (1997)	Action|Adventure|Sci-Fi|Thriller
1506	1545	Ponette (1996)	Drama
1507	1546	Schizopolis (1996)	Comedy
1508	1547	Shiloh (1997)	Children's|Drama
1509	1548	War at Home, The (1996)	Drama
1510	1549	Rough Magic (1995)	Drama|Romance
1511	1550	Trial and Error (1997)	Comedy|Romance
1512	1551	Buddy (1997)	Adventure|Children's|Drama
1513	1552	Con Air (1997)	Action|Adventure|Thriller
1514	1553	Late Bloomers (1996)	Comedy
